 t_index                      term   df
    9419                   redlett    1
    9420                   redress    1
    9421                   redskin    1
    9422                     reduc   27
    9423                    reduct    2
    9424                    reebok    1
    9425                     reeca    1
    9426                    reeduc    2
    9427                    reeker    9
    9428                      reel    1
    9429                   reelect   31
    9430                   reemerg    3
    9431                   reenerg    1
    9432                   reengag    1
    9433                  reenlist    2
    9434                   reenter    5
    9435               reestablish    1
    9436                      reev    1
    9437                   reevalu    1
    9438                  reexamin    3
    9439                     refer   59
    9440                referendum    9
    9441                     refin    1
    9442                  refineri    4
    9443                     refit    2
    9444                    reflag    1
    9445                   reflect   36
    9446                    reflex    1
    9447                    reform   46
    9448                reformmind    2
    9449                   refrain    3
    9450                   refresh    2
    9451                  refriger    2
    9452                    refuel  122
    9453                     refug    7
    9454                    refuge    7
    9455            refugeeprocess    1
    9456                    refund    1
    9457                 refurbish    1
    9458                     refus  113
    9459                     refut    3
    9460                    regain   13
    9461                   regalia    2
    9462                   regalla    1
    9463                    regard   32
    9464                regardless    7
    9465                     regga    1
    9466                     regim   64
    9467                    region  153
    9468                    regist   31
    9469                   registr    4
    9470                  registri    2
    9471                    regret   13
    9472                   regroup    5
    9473                     regul   12
    9474                   regular   14
    9475                 regularli    4
    9476                regulatori    1
    9477                 rehabilit    4
    9478                   rehears    2
    9479                     rehir    1
    9480                 rehnquist    2
    9481                   reicher    1
    9482                 reichstag    1
    9483                     reign   11
    9484                   reignit    1
    9485                   reimpos    1
    9486                      rein    8
    9487                  reincarn    1
    9488                  reinforc   18
    9489                 reingrati    2
    9490                  reinstat    2
    9491                reinstitut    1
    9492                  reintegr    5
    9493                    reiter    8
    9494                    reject   61
    9495                    rejoic    3
    9496                    rejoin    2
    9497                   rekanlt    1
    9498                       rel   75
    9499                     relat  100
    9500              relationship   39
    9501                     relax   12
    9502                     relay    6
    9503                   relearn    1
    9504                    releas  153
    9505                    relent    1
    9506                relentless    4
    9507                     relev    6
    9508                      reli   10
    9509                   reliabl    2
    9510                   relianc    3
    9511                    relief   64
    9512                    reliev    9
    9513                    religi   27
    9514                  religion    8
    9515                relinquish    8
    9516                    relish    2
    9517                     reliv    2
    9518                     reloc    1
    9519                    reluct   13
    9520               reluctantli    2
    9521                    remain  329
    9522                   remaind    6
    9523                     remak    1
    9524                    remark   39
    9525                   rematch    5
    9526                    remedi    1
    9527                    rememb   54
    9528                   remembr    2
    9529                    remind   27
    9530                  reminisc    2
    9531                    remiss   13
    9532                   remnant    3
    9533                    remors    2
    9534                     remot   16
    9535                  remotest    2
    9536                     remov   79
    9537                   renaiss    2
    9538                     renam    4
    9539                    render    9
    9540                   rendero    2
    9541                   rendezv    2
    9542                     renew   17
    9543                     renna    1
    9544                      reno   10
    9545                   renomin    1
    9546                   renounc    5
    9547                    renown    1
    9548                      rent   12
    9549                    rental    1
    9550                   reoccur    1
    9551                    reopen    9
    9552                   reorgan    2
    9553                       rep   40
    9554                  repackag    1
    9555                    repaid    2
    9556                   repaint    1
    9557                    repair   45
    9558                   repatri    7
    9559                     repay    2
    9560                    repeal    1
    9561                    repeat   27
    9562                repeatedli   28
    9563                     repel    9
    9564                    repent    2
    9565                   repetit    1
    9566                    replac   44
    9567                    replay    1
    9568                    replet    1
    9569                     repli   20
    9570                    replic    1
    9571                     repor    1
    9572                    report  401
    9573                reportedli   28
    9574                    repres   70
    9575                 represent    3
    9576                   repress    9
    9577                   repriev    1
    9578                    repris    6
    9579                    republ   65
    9580                republican  120
    9581         republicancontrol    1
    9582                 republika    1
    9583                    repudi    1
    9584                    repuls    3
    9585                     reput   29
    9586                 reputedli    4
    9587                   request   56
    9588                    requir   77
    9589                    rerout    1
    9590                     rerun    4
    9591                 reschedul    1
    9592                     rescu  114
    9593                   rescuer   49
    9594                  research   21
    9595                   resembl    6
    9596                    resent   12
    9597                    reserv   19
    9598                   resettl    1
    9599                    reshap    3
    9600                     resid   99
    9601                 residenti   10
    9602                    residu    8
    9603                    resign   84
    9604                    resili    5
    9605                    resist   31
    9606                   resolut   15
    9607                    resolv   35
    9608                     reson    1
    9609                    resort   24
    9610                   resound    2
    9611                   resourc   10
    9612              resourcerich    2
    9613                   respect   56
    9614                    respir    2
    9615               respiratori    2
    9616                  responbl    1
    9617                   respond   50
    9618                   respons  175
    9619                    ressam    1
    9620                      rest   91
    9621                   restart    2
    9622                    restat    1
    9623                   restaur    8
    9624                  restitut    5
    9625                    restiv    3
    9626                  restless    1
    9627                   restock    1
    9628                    restor   57
    9629                  restrain    4
    9630                 restraint    3
    9631                  restrict   14
    9632                    result  144
    9633                     resum   29
    9634                   resumpt    2
    9635                  resurfac    5
    9636                    resurg    4
    9637                 resurrect    2
    9638                  resuscit    1
    9639                    retail    2
    9640                    retain   17
    9641                     retak    7
    9642                    retali   29
    9643               retaliatori    4
    9644                    retard    1
    9645                retherford    1
    9646                   rethink    2
    9647                     retic    1
    9648                    retinu    1
    9649                     retir   94
    9650                    retire    1
    9651                    retrac    1
    9652                   retract   14
    9653           retractableroof    1
    9654                 retractor    1
    9655                   retrain    1
    9656                   retreat   16
    9657                   retrial    2
    9658                  retribut    2
    9659                   retriev   25
    9660                retrospect    5
    9661                    return  235
    9662                   returne    1
    9663                    reunif    1
    9664                   reunion    2
    9665                    reunit    5
    9666                    reuter    3
    9667                       rev   14
    9668                    reveal   34
    9669                     revel    8
    9670                    reveng   13
    9671                    revenu    2
    9672                     rever    5
    9673                  reverber    1
    9674                    revers   24
    9675                    revert    1
    9676                    review   51
    9677                     revil    2
    9678                     revis   16
    9679                     reviv   18
    9680                    revkin    1
    9681                     revok    4
    9682                    revolt   15
    9683                   revolut   30
    9684             revolutionari   11
    9685           revolutionhandl    1
    9686                    revolv    5
    9687                  revonish    1
    9688                    reward   38
    9689                    rewrit    1
    9690                    rewrot    1
    9691                       rex    3
    9692                       rey    4
    9693                  reynaldo    1
    9694                   reynold    4
    9695                       rfa    1
    9696                      rfla    1
    9697                 rheinmain    5
    9698                    rhetor    4
    9699                   rheumat    2
    9700                     rhode    4
    9701                      riad    1
    9702                      rial    1
    9703                       rib    1
    9704                    ribbon    3
    9705                      rica    2
    9706                     rican    2
    9707                   ricardo   17
    9708                      rice   19
    9709                      rich   29
    9710                   richard   49
    9711                richardson    1
    9712               richconnect    1
    9713                    richer    1
    9714                   richest    2
    9715                  richmond    3
    9716                   richter    7
    9717                      rick   19
    9718                  ricochet    1
    9719                       rid    8
    9720                   riddanc    1
    9721                     riddl    1
    9722                      ride   17
    9723                     rider    1
    9724                 riderless    1
    9725                      ridg    8
    9726                   ridicul    2
    9727                   riestra    1
    9728                     rifai    3
    9729                      rifl   19
    9730                  rifletot    1
    9731                      rift    1
    9732                       rig   18
    9733                      rigg    4
    9734                     right  199
    9735                 righthand    1
    9736                  rightist    1
    9737                     rigor    1
    9738                      rill    4
    9739                       rim    7
    9740                      rind    3
    9741                      ring    8
    9742                  ringlead   12
    9743                   ringold    1
    9744                      rinn    1
    9745                      rins    2
    9746                       rio    2
    9747                      riot   34
    9748                    rioter    1
    9749                    riotou    1
    9750                     riowa    1
    9751                       rip   47
    9752                     rippl    2
    9753                   rippner    6
    9754                      rise   58
    9755                     risen    7
    9756                      risk   57
    9757                     riski   13
    9758                    ristic    1
    9759                      rita    6
    9760                    ritesh    1
    9761                   rittner    4
    9762                    ritual    3
    9763                      riva   23
    9764                     rival   41
    9765                   rivalri   10
    9766                 rivasseau    1
    9767                     river   13
    9768                    rivera    1
    9769                    riverb    1
    9770                  riversid    1
    9771                     rivet    1
    9772                   riviera    2
    9773                    riyadh    7
    9774                      rkan    1
    9775                       rki    1
    9776                     rmich    1
    9777                     rminn    1
    9778                     rmiss    4
    9779                       rmo    2
    9780                    rnahan    1
    9781                       rnh    1
    9782                       rni    5
    9783                       rnj    4
    9784                 rnmentrun    1
    9785                     roach    2
    9786                      road   60
    9787                 roadblock   17
    9788                   roadsid    2
    9789                   roadway    1
    9790                      roam   12
    9791                      roar   15
    9792                       rob   17
    9793                      robb   17
    9794                    robber   19
    9795                   robberi   55
    9796                      robe    4
    9797                     rober    3
    9798                    robert   91
    9799                   roberto    2
    9800                 robertson    4
    9801                     robin    4
    9802                  robinson    2
    9803                    robust    2
    9804                    rochel    1
    9805                   rochest    2
    9806                     rochu    2
    9807                      rock   71
    9808                rockbottom    1
    9809               rockconcert    1
    9810                   rockcut    1
    9811                    rocket   13
    9812               rocketengin    1
    9813              rocketpropel    4
    9814                     rocki    7
    9815                  rockland    4
    9816                  rocknrol    1
    9817                  rockport    1
    9818                       rod   25
    9819                      rode    4
    9820                  roderick    2
    9821                    rodger    2
    9822                    rodham   47
    9823                   rodrick    1
    9824                 rodriguez   16
    9825                 rodriquez    2
    9826                    rodway    3
    9827                     rogan    3
    9828                     roger   48
    9829                      rogu    3
    9830                     rohio    1
    9831                     rohit    1
    9832                      roil    1
    9833                       rok    3
    9834                     rolan    1
    9835                    roland    3
    9836                      role   57
    9837                      roll   26
    9838                     rolla    9
    9839                rollerblad    1
    9840               rollercoast    1
    9841                     roman    7
    9842                   romania    6
    9843                  romanian    3
    9844                    romano    1
    9845                      rome    2
    9846                    romero    5
    9847                       ron   20
    9848                    ronald   13
    9849                     ronay    1
    9850                  ronchest    1
    9851                   rondero    2
    9852                     ronni    1
    9853                      roof   25
    9854                   rooftop    1
    9855                     rooki    1
    9856                      room   52
    9857                   roommat    1
    9858                 roosevelt    1
    9859                     roost    1
    9860                      root   10
    9861                      rope    6
    9862                     roper    1
    9863                      rore    2
    9864                    rorter    1
    9865                      rosa    2
    9866                      rose   33
    9867                 rosenberg    9
    9868                 rosenburg    1
    9869                rosenfield    1
    9870                   rosewal    1
    9871                    roshan    1
    9872                  rosovski    2
    9873              rostenkowski    4
    9874                    roster    2
    9875                    roswel    1
    9876                       rot    4
    9877                     rotat    4
    9878                  rotaviru    2
    9879                      roth   14
    9880                      roug    1
    9881                     rough    8
    9882                   roughli   16
    9883                 roughshod    1
    9884                     round   98
    9885                   roundli    1
    9886             roundtheclock    2
    9887                      rout   64
    9888                    routin   20
    9889                      rove    2
    9890                       row   10
    9891                   rowland    9
    9892                       roy    7
    9893                     royal    7
    9894                       rpa    3
    9895                       rss    1
    9896                        rt    2
    9897                     rtexa    3
    9898                       rtj    1
    9899                       rtr    3
    9900                     ruano    2
    9901                       rub    4
    9902                    rubber   26
    9903                     rubbl   62
    9904              rubblervivor    1
    9905                rubenstein    2
    9906                      rubi    2
    9907                     rubin    7
    9908                      rude    2
    9909                     ruder    1
    9910               rudimentari    1
    9911                   rudnick    1
    9912                   rudolph   10
    9913                       rue    1
    9914                     ruegg    1
    9915                    ruesta    3
    9916                    rueter    1
    9917                       rug    5
    9918                      rugd    1
    9919                     ruger    1
    9920                    rugova    1
    9921                      ruin   36
    9922                    ruinou    1
    9923                      rule  196
    9924                     ruler   39
    9925                     rumbl    8
    9926                     rumor   31
    9927                     rumpl    1
    9928                  rumsfeld    7
    9929                       run  216
    9930                   runaway    1
    9931                    rundel    4
    9932                   rundown    5
    9933                     runin    1
    9934                  runnerup   13
    9935                    runoff   41
    9936                     runup    1
    9937                    runway    7
    9938                      rupe    1
    9939                    rupert    1
    9940                    ruptur    3
    9941                     rural   13
    9942                      ruse    1
    9943                  rusedski    4
    9944                      rush   56
    9945                      russ    1
    9946                    russel    1
    9947                russellvil    1
    9948                    russia  128
    9949                   russian  155
    9950           russianamerican    2
    9951                 russiaori    1
    9952                      rust    2
    9953                     rusti    2
    9954                rustresist    1
    9955                      ruth    1
    9956                  ruthless    2
    9957                       rux    3
    9958                  ruxandra    2
    9959                  ruzedzki    1
    9960                    ruzica    1
    9961                       rva    3
    9962                    rwanda    3
    9963                   rwandan    2
    9964                   rwandiz    2
    9965                     rwash    1
    9966                      ryan    1
    9967                      saba    1
    9968                     sabaa    1
    9969                   sabbath    1
    9970                   sabotag    6
    9971                      sach    3
    9972                    sachan    2
    9973                      sack    3
    9974                      sacr    5
    9975                  sacrific   10
    9976                       sad   22
    9977                      sada    1
    9978                     sadah    1
    9979                     sadam    1
    9980                     sadat    4
    9981                    saddam    5
    9982                    sadden    9
    9983                    sadder    1
    9984                    saddiq    1
    9985                 sadilenko    1
    9986                     sadli    1
    9987                     saeed    5
    9988                      safe   55
    9989                     safer    2
    9990                    safeti   42
    9991                     safin   29
    9992                       sag    5
    9993                      saga    2
    9994                      sage    1
    9995                      said  729
    9996                    saigon   22
    9997                      sail   16
    9998                    sailor  246
    9999                    sainov    2
   10000                     saint    4
   10001                     sajic    1
   10002                      sake    2
   10003                      sala   11
   10004                    salaam    4
   10005                     salad    1
   10006                     salaf    1
   10007                    salafi    1
   10008                  salafist    1
   10009                     salah    2
   10010                   salanki    1
   10011                    salari    6
   10012                     salay    1
   10013                   salazar    1
   10014                      sale   14
   10015                     saleh   38
   10016                     saler    1
   10017                  salesman    3
   10018                   salient    1
   10019                     salih    1
   10020                     salim    2
   10021                    sallah    1
   10022                     salli    2
   10023                     salsa    1
   10024                      salt    5
   10025                     salut    8
   10026                  salvador   47
   10027                salvadoran   24
   10028               salvadorian    2
   10029                    salvag   13
   10030                    salvat    1
   10031                     salvo    1
   10032                       sam    4
   10033                      sama    3
   10034                   samesex    1
   10035                     sammi    1
   10036                     samor    1
   10037                     sampl    9
   10038                    sampra   30
   10039                  samshran    1
   10040                    samuel    8
   10041                   samurai    1
   10042                       san   62
   10043                      sana   20
   10044                     sanaa    1
   10045                   sanchez    8
   10046            sanchezvicario    3
   10047                  sanction   52
   10048                 sanctuari    4
   10049                      sand   10
   10050                   sandbag    2
   10051                    sander    1
   10052                     sandi   24
   10053                  sandiego    1
   10054                sandlewood    1
   10055                    sandov    1
   10056                    sandra    1
   10057                   sandrin   10
   10058                  sandwich    1
   10059                   sanford    1
   10060                      sang    2
   10061                   sangram    1
   10062                   sanguin    1
   10063               sanguinetti    2
   10064                     sanit    4
   10065                    sanjay    2
   10066                      sank   36
   10067                 sanskriti    1
   10068                     santa   21
   10069                   santana    1
   10070                     santi    1
   10071                  santiago    1
   10072               santistevan    2
   10073                     santo    1
   10074                  santorum    6
   10075                       sap    2
   10076                     sarah    1
   10077                  sarajevo    4
   10078                  sarasota    2
   10079                    sarong    1
   10080                  sarvings    1
   10081                     sasha    3
   10082                       sat   29
   10083                     satan    1
   10084                    satcom    1
   10085                  satellit   14
   10086                    satind    3
   10087                 satisfact    5
   10088              satisfactori    2
   10089                   satisfi   15
   10090                  satkhira    3
   10091                    sattar    1
   10092                  saturday  190
   10093                     saudi   89
   10094                   saunder    1
   10095                      sava    1
   10096                     savag    2
   10097                      save   67
   10098                    savina    2
   10099                    savior    5
   10100                savitabehn    1
   10101                     savor    2
   10102                     savvi    4
   10103                       saw   98
   10104                  sawedoff    5
   10105                       say  593
   10106                    sayaad    1
   10107                     sayan    1
   10108                     scale   19
   10109                scaledback    1
   10110                    scalia    1
   10111                     scalp    1
   10112                      scam    1
   10113                   scamper    1
   10114                   scandal   67
   10115              scandinavian    1
   10116                  scandlin    1
   10117                   scanlon    1
   10118                   scanner    2
   10119                     scant    4
   10120                   scapego    1
   10121                 scapegoat    2
   10122                      scar    6
   10123                     scarc    4
   10124                     scare   12
   10125                     scari    2
   10126                  scariest    1
   10127                     scarv    1
   10128                     scath    3
   10129                   scatter   13
   10130                  scenario   12
   10131                     scene   91
   10132                     scent    1
   10133                  schaffer    5
   10134                   schedul   80
   10135                    scheme    9
   10136                    schett    3
   10137                  scheveck    1
   10138                    schiff    2
   10139                    schism    2
   10140                schleehauf    1
   10141                 schlesing    1
   10142                  schlikov    1
   10143                   schmalz    1
   10144                   scholar    6
   10145               scholarship    1
   10146                    school   54
   10147                 schoolboy    1
   10148            schoolchildren    1
   10149                   schrock    3
   10150                 schroeder    6
   10151                   schultz    1
   10152                   schumer    1
   10153                  schutner    1
   10154                  schwartz    2
   10155               schwarzkopf    2
   10156                schweitzer    2
   10157                    scienc   15
   10158                  scientif    5
   10159                 scientist   12
   10160                     scoop    1
   10161                scoopedout    1
   10162                   scooter    1
   10163                     scope    2
   10164                    scorch    1
   10165                     score   37
   10166                     scorn    1
   10167                  scotland    5
   10168                     scott    8
   10169                  scottish    1
   10170                 scottsdal    2
   10171                scounscoun    1
   10172                     scour    4
   10173                    scourg    1
   10174                     scout    1
   10175                   scrambl   16
   10176                 scrambler    1
   10177                     scrap    9
   10178                    scrape    4
   10179                   scratch    2
   10180                    scrawl    1
   10181                   scrawni    2
   10182                    scream   15
   10183                   screech    1
   10184                    screen   13
   10185                     screw    1
   10186                   scribbl    3
   10187                    script    3
   10188                  scriptur    1
   10189                   scrutin    2
   10190                  scrutini    7
   10191                    scuffl    1
   10192                  sculptur    1
   10193                    scurri    1
   10194                    scuttl    2
   10195                       sea   96
   10196                      seab    8
   10197                   seafood    1
   10198                      seal   16
   10199                 sealedoff    1
   10200                   sealift    1
   10201                      seam    4
   10202                    seaman    9
   10203                    seamen   10
   10204                      sean    3
   10205                     seanc    1
   10206                   seaport    3
   10207                      sear    1
   10208                    search  143
   10209            searchandrescu    1
   10210                  searcher    7
   10211                    season   17
   10212                 seasonend    2
   10213                      seat   64
   10214                    seattl   10
   10215                seattlebas    1
   10216                    seawal    1
   10217                    seawat    5
   10218                 seaworthi    4
   10219                 sebastian    2
   10220                 sebastien   16
   10221                     sebek    4
   10222                       sec    3
   10223              secessionist    4
   10224                      sech    1
   10225                    seclud    1
   10226                    seclus    2
   10227                    second  162
   10228                 secondari    1
   10229               secondguess    2
   10230             secondhighest    7
   10231             secondlargest    2
   10232                  secondli    4
   10233             secondlongest    3
   10234               secondround    6
   10235                  secondse    1
   10236                secondseed    6
   10237                secondserv    2
   10238                 secondset    2
   10239                   secreci    1
   10240                    secret   82
   10241                 secretari  157
   10242           secretarydesign    4
   10243            secretarygener   14
   10244                  secretli    5
   10245                      sect    2
   10246                 sectarian    2
   10247                   section   19
   10248                    sector    4
   10249                   secular    2
   10250                     secur  314
   10251               securitywis    1
   10252                     sedat    1
   10253                       see  190
   10254                      seed   53
   10255                      seek   92
   10256                    seeker    3
   10257                      seem  136
   10258                 seemingli    3
   10259                      seen  133
   10260                     seeth    1
   10261                   segment    3
   10262                  segodnya    2
   10263                    segreg    1
   10264                      seif    2
   10265                   seismic    3
   10266               seismograph    5
   10267                 seismolog    3
   10268              seismologist    7
   10269                      seiz   33
   10270                    sejwal    1
   10271                     sekou    1
   10272                    seldom    1
   10273                      sele   30
   10274                    select   18
   10275                    seleri    1
   10276                      self    6
   10277                selfabsorb    1
   10278               selfappoint    1
   10279            selfcensorship    1
   10280                selfconfid    1
   10281                selfdefens    4
   10282              selfdetermin    4
   10283                 selfdoubt    2
   10284                  selfexil    2
   10285                selffinanc    1
   10286                 selfimpos    8
   10287               selfinflict    3
   10288              selfproclaim    2
   10289                selfpromot    1
   10290               selfprotect    4
   10291               selfrespect    1
   10292                  selfserv    1
   10293                     selig    1
   10294                      sell   14
   10295                    seller    1
   10296                      semi   10
   10297               semiautomat    1
   10298            semiclandestin    1
   10299                semidesert    1
   10300                   semifin   30
   10301              semifinalist   12
   10302                     semin    1
   10303                   seminar    1
   10304                semioffici    1
   10305                    semion    1
   10306                semireform    1
   10307                       sen   59
   10308                     senat  123
   10309              senatorelect    6
   10310                  senatori    6
   10311                      send   70
   10312                     seneg    2
   10313                  senelect    1
   10314                    senior  126
   10315                senmelissa    1
   10316                   sennett    1
   10317                      sens   53
   10318                    sensat    1
   10319                 senseless    4
   10320                   sensibl    2
   10321                    sensit   11
   10322                      sent  141
   10323                   sentenc   95
   10324                 sentiment   22
   10325                     separ   56
   10326                separatist    2
   10327                     seper    1
   10328                      sept   47
   10329                   septemb   62
   10330                   sequenc    2
   10331                   serafin    1
   10332                  seraguso    1
   10333                      serb   49
   10334                 serbdomin    3
   10335                    serbia   86
   10336                   serbian   72
   10337              serbianirish    1
   10338             serbocroatian    1
   10339                     seren    6
   10340                    serena   31
   10341                serendipit    1
   10342                     serga    8
   10343                   sergaev    1
   10344                  sergeant    2
   10345                    sergei    1
   10346                  sergeyev    1
   10347                    sergio    8
   10348                    serheo    1
   10349                      seri   38
   10350                    serial    5
   10351                    seriou   39
   10352                   serious   31
   10353                    sermon    3
   10354                     serov    1
   10355                      serv  187
   10356                   servant    6
   10357            serveandvolley    5
   10358                    servic  203
   10359                servicemen   24
   10360                    servil    1
   10361                     sesam    1
   10362                    seselj    2
   10363                   session   39
   10364                       set  232
   10365                   setback    5
   10366                      seth    1
   10367                   setinya    1
   10368                     settl   33
   10369                settlement    8
   10370                     seven  130
   10371                  sevengam    2
   10372                  sevenpag    1
   10373               sevenperson    1
   10374                sevenstori    1
   10375                 seventeen   16
   10376                 seventerm    2
   10377                   seventh   30
   10378               seventhseed    1
   10379                   seventi    1
   10380                  sevenway    1
   10381                 sevenweek    4
   10382                 sevenyear    3
   10383             sevenyearlong    1
   10384              sevenyearold    1
   10385                     sever  248
   10386                   severin    1
   10387              severodvinsk    1
   10388               severomorsk    4
   10389                       sew    1
   10390                     sewag    4
   10391                    sewart    1
   10392                       sex    8
   10393                    sexual   15
   10394                   seymour    1
   10395                       sgt    5
   10396                     shaar    2
   10397                      shab    2
   10398                   shabtai    1
   10399                     shack    7
   10400                     shade    2
   10401                    shadow   17
   10402                   shadowi    8
   10403                  shaeffer    1
   10404                     shaft    3
   10405                      shah    4
   10406                   shaheen    1
   10407                    shaher    1
   10408                  shailesh    1
   10409                    shajea    1
   10410                     shake   28
   10411                    shaken   11
   10412                     shaki    2
   10413             shalikashvili    1
   10414                     shall    3
   10415                   shallow    3
   10416                shallowwat    1
   10417                      sham    2
   10418                    shambl    3
   10419                     shame    6
   10420                 shamshran    1
   10421                     shane    1
   10422                   shannon    1
   10423                shantytown    5
   10424                     shape   27
   10425                 shapeless    1
   10426                   shapeup    1
   10427                   shapiro    1
   10428                     shard    3
   10429                     share   39
   10430                   shargel    1
   10431                     sharm    3
   10432                    sharon    2
   10433                     sharp   13
   10434                   sharpen    2
   10435                   sharper    1
   10436                   sharpli   14
   10437                   shatter   33
   10438               shaughnessi    3
   10439                     shave    1
   10440                    shavit    1
   10441                      shaw    3
   10442                     shawn    3
   10443                      shea    1
   10444                     sheaf    1
   10445                     shear    2
   10446                    sheath    1
   10447                   shebeck    1
   10448                    shebek    1
   10449                      shed   10
   10450                   sheehan    2
   10451                   sheehen    1
   10452                  sheepish    1
   10453                sheepishli    1
   10454                     sheer    3
   10455                     sheet   22
   10456                     sheik    5
   10457                    sheikh    2
   10458                    sheila    1
   10459                     shelf    3
   10460                     shell   13
   10461                    shelle    4
   10462                    shelli    1
   10463                   shelten    1
   10464                   shelter   22
   10465                    shelti    1
   10466                   shelton    6
   10467                     shelv    2
   10468                   shemter    1
   10469                  shephard    1
   10470                  shepherd    4
   10471                   sheriff   14
   10472                   sherman    1
   10473                    sherri    3
   10474                    sheryl    1
   10475                       shi    5
   10476                    shiela    1
   10477                    shield    8
   10478                     shift   20
   10479                     shiit    3
   10480                     shine   10
   10481                     shini    2
   10482                      ship  193
   10483                 shipboard    1
   10484                 shipbuild    6
   10485                   shipman    1
   10486                   shipmat   13
   10487                  shipment    1
   10488                  shipyard    8
   10489                   shirley    1
   10490                     shirt   12
   10491                 shirtless    2
   10492                    shiver    1
   10493                    shkval    7
   10494                    shlomo    1
   10495                     shock   43
   10496                    shoddi    1
   10497                  shoddili    1
   10498                      shoe   15
   10499                    shoeed    1
   10500                 shoeleath    2
   10501                    sholti    1
   10502                     shook   46
   10503                     shoot   20
   10504                  shootout    4
   10505                      shop   53
   10506                  shopkeep    2
   10507                  shoplift    2
   10508                   shopper    1
   10509                     shore   18
   10510                  shorelin    1
   10511                     short   92
   10512                   shortag   16
   10513                shortchang    2
   10514                  shortcom    4
   10515                  shortcut    1
   10516                   shorter    3
   10517                  shortest    1
   10518                  shortfal    2
   10519                 shorthand    2
   10520                   shortli   47
   10521                  shortliv    4
   10522                shortsleev    1
   10523                 shortstaf    1
   10524                 shortterm    3
   10525                      shot   76
   10526                   shotgun   18
   10527                   shotmak    1
   10528                  shoulder   16
   10529                  shouldnt   13
   10530                   shouldv    1
   10531                     shout   29
   10532                     shove    5
   10533                    shovel   12
   10534                      show  187
   10535                   showcas    2
   10536                  showdown   12
   10537                    shower    7
   10538                     shown   20
   10539                    shrank    4
   10540                  shrapnel    1
   10541                     shred    5
   10542                shreveport    2
   10543                    shrewd    4
